ItemCode	-	ItemName	-	TOTAL
A-12972	-	BALERO ESFERICO 22220KMBW33	-	1440.45726
A-12974	-	BALERO ESFERICO 22222KMBW33	-	1960.63432
A-12976	-	BALERO ESFERICO 22224KMBW33	-	2094.38406
A-12978	-	BALERO ESFERICO 22226KMBW33	-	2513.26528
A-12980	-	BALERO ESFERICO 22228KMBW33	-	3289.5802
A-12982	-	BALERO ESFERICO 22230KMBW33	-	3982.1321
A-13000	-	BALERO 15BCD	-	53.8878
A-13010	-	BALERO B10-50D	-	100.02854
A-13020-EB1001	-	BALERO AC 30BG04S8G-2DS 30 X 47 X 18	-	185.1911
A-13025-EB1004	-	BALERO AC 30BGS10G-2DST 30 X 52 X 20	-	198.01838
A-13035-EB1006	-	BALERO AC 30BG05SG-2DS  30 X 55 X 23	-	192.5194
A-13040-EB1014	-	BALERO AC 35BD5220DFX7 35 X 52 X 20	-	192.5194
A-13045-EB1016	-	BALERO AC 35BG05S10G-2DST2 35 X 55 X 20	-	192.5194
A-13050-EB1020	-	BALERO AC 38BGD5S2G-2DS 38 X 54 X 17	-	227.54096
A-13055-EB1023	-	BALERO AC 40BG05S2G-2DS 40 X 57 X 24	-	246.21986
A-13060-EB1025	-	BALERO AC 6559469 40 X 62 X 20.625	-	224.60964
A-13065-EB1026	-	BALERO AC 40BGS12G-2DS 40X62X 20.625/24	-	216.35566
A-13068	-	BALERO AC 40B05S2G-2DS 40 X 57 X 24	-	246.21986
A-13070-EB1027	-	BALERO AC 40BGS11G-2DS 40 X 62 X 24	-	200.77338
A-13075	-	BALERO AC DF0882LB8 40 X 57 X 24	-	246.21986
A-13080	-	BALERO AC 83A551B4	-	246.21986
A-13100	-	BALERO PARA CARRETILLA 5/8" EXT. S/CEJA 1-3/8" C/CEJA 1-1/2" ALTO1/2	-	9.16864
A-13103	-	BALERO 410 PARA TRANSPORTADOR 1-11/16 X 7/16 X 3/8 HEXAGONAL	-	111.65464
A-13105	-	BALERO PARA TRANSPORTADOR 3/8 X 1-1/8	-	26.64636
A-13110	-	BALERO 1005 P/TRANSPORTADOR 1-7/8 X 1-25/32 X 7/16" HEXAGONAL	-	39.10998
A-13115	-	BALERO 1107 PARA TRANSPORTADOR 2 X 1-7/8 X 7/16 HEXAGONAL	-	44.00286
A-13117	-	BALERO 1126 P/TRANSPORTADOR 1-1/4 X 1-1/8 X 5/16 HEXAGONAL	-	36.67456
A-13118	-	BALERO 3139 P/TRANSPORTADOR 2-1/2 X 2-21/64 X 7/16 HEXAGONAL	-	39.80424
A-13120	-	BALERO 1274 PARA TRANSPORTADOR  1-3/8 X 1-9/32 X 1/4" RD " RD	-	28.00182
A-13125	-	BALERO 1276 PARA TRANSPORTADOR  1-3/8 X 1-9/32 X 5/16 HEXAGONAL	-	39.10998
A-13130	-	BALERO 1500 PARA TRANSPORTADOR 1-5/8 X 1-1/2 X 7/16" HEXAGONAL	-	58.75864
A-13132	-	BALERO 1502 P/TRANSPORTADOR 1-5/8 X 1-1/2 X 3/8" HEXAGONAL	-	77.42652
A-13134	-	BALERO 1721 PARA TRANSPORTADOR 1.865" X 1.728" X 7/16" HEXAGONAL	-	39.96954
A-13138	-	BALERO 2500 PARA TRANSPORTADOR 2-7/16 X 2-17/64 X 11/16" HEXAGONAL	-	80.90884
A-13139	-	BALERO P/TRANSPORTADOR MBT 9/16"	-	25.66558
A-13139-1	-	BALERO P/TRANSPORTADOR MBT 1"	-	179.6811
A-13140	-	BALL TRANSFER BT-1 P/TRANSPORTADOR CON BASE	-	46.71378
A-13142	-	BALERO SBT-1 PARA TRANSPORTADOR CON TORNILLO	-	70.01006
A-13143	-	RUEDA PARA TRANSPORTADOR #50	-	26.89982
A-13145	-	RUEDA P/TRANSPORTADOR #0016	-	35.99132
A-13148	-	ROTULA MACHO DER. POSB-3 R 10-32	-	80.15948
A-13149	-	ROTULA MACHO IZQ. POSB-3 L 10-32	-	80.15948
A-13150	-	ROTULA MACHO DER. POSB-4 R 1/4-28	-	85.98906
A-13151	-	ROTULA MACHO IZQ. POSB-4 L 1/4-28	-	85.09644
A-13152	-	ROTULA MACHO DER. POSB-5 R 5/16-24	-	91.04724
A-13153	-	ROTULA MACHO IZQ. POSB-5 L 5/16-24	-	91.04724
A-13154	-	ROTULA MACHO DER. POSB-6 R 3/8-24	-	121.7159
A-13155	-	ROTULA MACHO IZQ. POSB-6 L 3/8-24	-	128.23974
A-13156	-	ROTULA MACHO DER. POSB-8 R 1/2-20	-	203.18676
A-13157	-	ROTULA MACHO IZQ. POSB-8 L 1/2-20	-	246.3521
A-13158	-	ROTULA MACHO DER. POSB-10 5/8-18	-	193.61038
A-13159	-	ROTULA MACHO IZQ. POSB-10 L 5/8-18	-	193.61038
A-13160	-	ROTULA MACHO DER. POSB-12 3/4-16	-	331.62486
A-13161	-	ROTULA MACHO IZQ. POSB-12 L 3/4-16	-	407.34328
A-13161-01	-	ROTULA HEMBRA DER. PHSB3 R 10-32	-	68.52236
A-13161-02	-	ROTULA HEMBRA IZQ. PHSB-3 L 10-32	-	80.15948
A-13162	-	ROTULA HEMBRA DER. PHSB-4 R 1/4-28	-	70.93574
A-13163	-	ROTULA HEMBRA IZQ. PHSB-4 L 1/4-28	-	85.09644
A-13164	-	ROTULA HEMBRA DER. PHSB-5 R 5/16-24	-	110.38734
A-13165	-	ROTULA HEMBRA IZQ. PHSB-5 L 5/16-24	-	110.38734
A-13166	-	ROTULA HEMBRA DER. PHSB-6 R 3/8-24	-	121.7159
A-13167	-	ROTULA HEMBRA IZQ. PHSB-6 L 3/8-24	-	149.4863
A-13168	-	ROTULA HEMBRA DER. PHSB-8 R 1/2-20	-	203.18676
A-13169	-	ROTULA HEMBRA IZQ. PHSB-8 L 1/2-20	-	227.3977
A-13170	-	ROTULA HEMBRA DER. PHSB-10 5/8-18	-	193.61038
A-13171	-	ROTULA HEMBRA IZQ. PHSB-10 L 5/8-18	-	193.61038
A-13172	-	ROTULA HEMBRA DER. PHSB-12 3/4-16	-	407.34328
A-13173	-	ROTULA HEMBRA IZQ. PHSB-12 L 3/4-16	-	407.34328
A-13180	-	BALERO LINEAL 1/4"	-	187.9461
A-13182	-	BALERO LINEAL 3/8"	-	175.1078
A-13184	-	BALERO LINEAL 1/2"	-	158.61086
A-13186	-	BALERO LINEAL 5/8"	-	198.94406
A-13187	-	BALERO LINEAL 3/4"	-	209.02736
A-13188	-	BALERO LINEAL 1"	-	292.03
A-13190	-	BALERO LINEAL 1-1/4"	-	466.6419
A-13192	-	BALERO LINEAL 1-1/2"	-	700.40916
A-13194	-	BALERO LINEAL 2"	-	1859.55888
A-13210	-	SEGUIDOR DE LEVA CF 1/2" SB	-	183.35076
A-13220	-	SEGUIDOR DE LEVA CF 5/8" SB	-	187.02042
A-13230	-	SEGUIDOR DE LEVA CF 3/4" SB	-	198.94406
A-13235	-	SEGUIDOR DE LEVA CF 7/8" SB	-	185.1911
A-13240	-	SEGUIDOR DE LEVA CF 1" SB	-	261.2842
A-13250	-	SEGUIDOR DE LEVA CF 1-1/8" SB	-	264.02818
A-13260	-	SEGUIDOR DE LEVA CF 1-1/4" SB	-	295.20376
A-13270	-	SEGUIDOR DE LEVA CF 1-3/8" SB	-	325.45366
A-13280	-	SEGUIDOR DE LEVA CF 1-1/2" SB	-	337.36628
A-13282	-	SEGUIDOR DE LEVA CF 1-5/8" SB	-	365.79788
A-13284	-	SEGUIDOR DE LEVA CF 1-3/4" SB	-	412.54472
A-13286	-	SEGUIDOR DE LEVA CF 1-7/8" SB	-	444.63496
A-13288	-	SEGUIDOR DE LEVA CF 2" SB	-	641.73868
A-13290	-	SEGUIDOR DE LEVA KR16PP	-	134.7746
A-13300	-	SEGUIDOR DE LEVA KR19PP	-	134.7746
A-13310	-	SEGUIDOR DE LEVA KR22PP	-	131.10494
A-13320	-	SEGUIDOR DE LEVA KR30PP	-	194.35974
A-13325	-	SEGUIDOR DE LEVA KR32PP	-	197.11474
A-13330	-	SEGUIDOR DE LEVA KR35PP	-	264.02818
A-13340	-	SEGUIDOR DE LEVA KR47PP	-	430.882
A-13350	-	SEGUIDOR DE LEVA KR52PP	-	456.54758
A-13355	-	BALERO DE AGUJA HK0609	-	9.16864
A-13356	-	BALERO DE AGUJA HK0810	-	10.09432
A-13357	-	BALERO DE AGUJA HK0910	-	11.92364
A-13358	-	BALERO DE AGUJA HK1010	-	12.8383
A-13359	-	BALERO DE AGUJA HK1012	-	12.8383
A-13360	-	BALERO DE AGUJA HK1210	-	12.8383
A-13361	-	BALERO DE AGUJA HK1312	-	13.75296
A-13362	-	BALERO DE AGUJA HK1512	-	16.49694
A-13363	-	BALERO DE AGUJA HK1516	-	17.42262
A-13364	-	BALERO DE AGUJA HK1612	-	15.5933
A-13365	-	BALERO DE AGUJA HK1616	-	18.33728
A-13366	-	BALERO DE AGUJA HK1622	-	23.83626
A-13367	-	BALERO DE AGUJA HK1712	-	16.49694
A-13368	-	BALERO DE AGUJA HK1812	-	16.49694
A-13369	-	BALERO DE AGUJA HK1816	-	22.9216
A-13370	-	BALERO DE AGUJA HK2012	-	22.00694
A-13371	-	BALERO DE AGUJA HK2016	-	22.00694
A-13372	-	BALERO DE AGUJA HK2020	-	23.83626
A-13373	-	BALERO DE AGUJA HK2212	-	21.09228
A-13374	-	BALERO DE AGUJA HK2216	-	22.9216
A-13375	-	BALERO DE AGUJA HK2512	-	24.76194
A-13376	-	BALERO DE AGUJA HK2516	-	26.59126
A-13377	-	BALERO DE AGUJA HK2820	-	37.58922
A-13378	-	BALERO DE AGUJA HK3012	-	33.0049
A-13379	-	BALERO DE AGUJA HK3026	-	43.09922
A-13380	-	BALERO DE AGUJA HK3512	-	35.7599
A-13381	-	BALERO DE AGUJA HK3516	-	37.58922
A-13382	-	BALERO DE AGUJA HK4012	-	39.42956
A-13383	-	BALERO DE AGUJA HK4020	-	51.34218
A-13384	-	BALERO DE AGUJA HK4520	-	69.67946
A-13385	-	BALERO DE AGUJA B1612	-	77.93344
A-13390	-	NUDO UNIVERSAL 3/4"	-	1050.294821
A-13395	-	NUDO UNIVERSAL 7/8"	-	1050.294821
A-13400	-	NUDO UNIVERSAL 15/16"	-	1050.294821
A-13405	-	NUDO UNIVERSAL 1"	-	1050.294821
A-13410	-	NUDO UNIVERSAL 1 1/8"	-	1088.042288
A-13430	-	BALERO AGRICOLA AP28184	-	665.18924
A-13432	-	REPUESTO AA28184 P/CHUMACERA AP28184	-	474.89588
A-13435	-	BALERO AGRICOLA FD209RM	-	500.6937
A-13435-01	-	CHUMACERA FD209RM AGRICOLA ORIFICIO CIRCULAR	-	689.99526
A-13437	-	BALERO AGRICOLA FD211RM	-	676.2423
A-13437-01	-	CHUMACERA FD211RM AGRICOLA ORIFICIO CIRCULAR	-	988.14136
A-13438	-	BALERO AGRICOLA P30942 (W211PPB20)	-	533.13658
A-13439	-	BALERO AGUJA SSL-240984R	-	75.17844
A-13440	-	BALERO ST491A AGRICOLA	-	558.12994
A-13450	-	BALERO ST491B AGRICOLA	-	554.10764
A-13460	-	BALERO ST627 AGRICOLA (CON CUBIERTAS)	-	855.4826
A-13460-1	-	BALERO ST627 AGRICOLA	-	666.00472
A-13462	-	BALERO 204FREN	-	82.5398
A-13463	-	CHUMACERA ST740 AGRICOLA	-	787.94102
A-13463-1	-	BALERO 203KRR2	-	51.89318
A-13464	-	BALERO 203KRR3	-	111.14772
A-13465	-	BALERO 205KRR2	-	82.5398
A-13467	-	BALERO 205KRRB2	-	82.5398
A-13470	-	BALERO W208PPB2                                   1.5005 X 3.15 X 1.688 X .709	-	267.55458
A-13475	-	BALERO 205PPB7	-	103.13618
A-13480	-	BALERO W208PP5                                    1-1/8 X 3.1496 X 1.438 X .709	-	229.8221
A-13490	-	BALERO W208PPB5                                   1-1/8 X 3.1496 X 1.438 X .709	-	238.16424
A-13510	-	BALERO W208PPB7                                   1.188 X 3.15 X 1.188 X .709	-	279.29088
A-13520	-	BALERO W208PP8                                    1-1/8 X 3.1496 X 1.438 X 1.188	-	252.82084
A-13530	-	BALERO W208PPB8                                   1-1/8 X 3.1496 X 1.438 X 1.188	-	254.63914
A-13540	-	BALERO W209PPB2                                   1.7717 X 3.346 X 1.188 X 1.188	-	305.33114
A-13550	-	BALERO W209PPB4                                   1.535 X 3.346 X 1.188 X 1.188	-	331.2061
A-13560	-	BALERO W209PPB5                                   1-1/4 X 3.3465 X 1.438 X 1.188	-	331.2061
A-13570	-	BALERO W209PPB6	-	331.2061
A-13575	-	BALERO W210PPB5	-	365.78686
A-13580	-	BALERO W210PPB6	-	361.14744
A-13590	-	BALERO W211PP2	-	494.5776
A-13600	-	BALERO W211PPB2	-	426.8046
A-13610	-	BALERO W211PPB3	-	426.8046
A-13620	-	BALERO W211PPB5	-	493.23316
A-13622	-	BALERO W211PPB20	-	459.62216
A-13630	-	BALERO WIR210-31	-	328.30784
A-13640	-	BALERO WIR211-33	-	361.14744
A-13650	-	BALERO WIR212-39	-	459.62216
A-13653	-	BALERO 885152	-	157.78436
A-13655	-	CHUMACERA DE PISO KP001 12MM CON 2 CUBIERTAS	-	224.78596
A-13660	-	CHUMACERA DE PISO  UCP201-8 1/2"	-	159.55858
A-13670	-	CHUMACERA DE PISO  UCP202-10 5/8"	-	159.55858
A-13670-01	-	CHUMACERA DE PISO  UCP202-10 5/8" (GRANEL)	-	131.17106
A-13680	-	CHUMACERA DE PISO  UCP204-12  3/4"	-	117.28586
A-13680-01	-	CHUMACERA DE PISO UCP204-12 3/4" (GRANEL)	-	97.31762
A-13685	-	CHUMACERA DE PISO  UCP204-12 3/4" BASE SOLIDA	-	157.43172
A-13690	-	CHUMACERA DE PISO AGRICOLA  UCPA204-12 3/4" BASE ROSCADA	-	117.28586
A-13690-01	-	CHUMACERA DE PISO AGRICOLA  UCPA204-12 3/4" BASE ROSCADA (GRANEL)	-	108.31558
A-13700	-	CHUMACERA DE PISO  UCP205-14 7/8"	-	140.29562
A-13730	-	CHUMACERA DE PISO  UCP205-15 15/16"	-	126.5647
A-13740	-	CHUMACERA DE PISO  UCP205-16 1"	-	125.628
A-13740-01	-	CHUMACERA DE PISO UCP205-16 1" (GRANEL)	-	101.5493
A-13770	-	CHUMACERA DE PISO AGRICOLA  UCPA205-16 1" BASE ROSCADA	-	140.6152
A-13770-01	-	CHUMACERA DE PISO AGRICOLA  UCPA205-16 1" BASE ROSCADA (GRANEL)	-	116.77894
A-13780	-	CHUMACERA DE PISO  UCP206-18 1 1/8"	-	196.27722
A-13800	-	CHUMACERA DE PISO  UCP206-19 1 3/16"	-	196.27722
A-13800-01	-	CHUMACERA DE PISO UCP206-19 1 3/16" (GRANEL)	-	154.86406
A-13805	-	CHUMACERA DE PISO  UCP206-20 1 1/4"	-	195.7152
A-13810	-	CHUMACERA DE PISO  UCP207-20 1 1/4"	-	250.85928
A-13810-01	-	CHUMACERA DE PISO UCP207-20 1 1/4" (GRANEL)	-	209.02736
A-13815	-	CHUMACERA DE PISO  UCP207-20 1-1/4" BASE SOLIDA	-	302.91776
A-13820	-	CHUMACERA DE PISO  UCP207-21 1 5/16"	-	250.27522
A-13830	-	CHUMACERA DE PISO  UCP207-22 1 3/8"	-	250.27522
A-13830-01	-	CHUMACERA DE PISO  UCP207-22 1 3/8" (GRANEL)	-	228.48868
A-13835	-	CHUMACERA DE PISO  UCP207-22 1-3/8" BASE SOLIDA	-	300.9011
A-13850	-	CHUMACERA DE PISO  UCP207-23 1 7/16"	-	225.77776
A-13850-01	-	CHUMACERA DE PISO  UCP207-23 1 7/16" (GRANEL)	-	228.48868
A-13880	-	CHUMACERA DE PISO  UCP208-24 1 1/2"	-	273.37314
A-13880-01	-	CHUMACERA DE PISO  UCP208-24 1 1/2" (GRANEL)	-	266.56278
A-13885	-	CHUMACERA DE PISO  UCP208-24 1-1/2" BASE SOLIDA	-	408.22488
A-13890	-	CHUMACERA DE PISO  UCP209-26 1 5/8"	-	318.92982
A-13895	-	CHUMACERA DE PISO UCP209-26 1-5/8" BASE SOLIDA	-	392.84096
A-13900	-	CHUMACERA DE PISO  UCP209-27 1 11/16"	-	354.37014
A-13930	-	CHUMACERA DE PISO  UCP209-28 1 3/4"	-	318.92982
A-13930-01	-	CHUMACERA DE PISO UCP209-28 1 3/4" (GRANEL)	-	291.95286
A-13935	-	CHUMACERA DE PISO  UCP209-28 1-3/4" BASE SOLIDA	-	410.47296
A-13938-01	-	CHUMACERA DE PISO  UCP210-30 1 7/8 (GRANEL)	-	418.89224
A-13940	-	CHUMACERA DE PISO  UCP210-30 1 7/8"	-	375.4514
A-13950	-	CHUMACERA DE PISO  UCP210-31 1 15/16"	-	375.4514
A-13950-01	-	CHUMACERA DE PISO  UCP210-31 1 15/16" (GRANEL)	-	418.89224
A-13955	-	CHUMACERA DE PISO  UCP210-31 1-15/16" BASE SOLIDA	-	479.85488
A-13970	-	CHUMACERA DE PISO  UCP210-32  2"	-	373.01598
A-13980	-	CHUMACERA DE PISO  UCP211-32 2"	-	551.13224
A-13980-01	-	CHUMACERA DE PISO  UCP211-32 2" (GRANEL)	-	473.89306
A-13985	-	CHUMACERA DE PISO  UCP211-34 2 1/8"	-	496.02122
A-13990	-	CHUMACERA DE PISO  UCP211-35 2 3/16"	-	496.02122
A-14020	-	CHUMACERA DE PISO  UCP212-36 2 1/4"	-	636.91192
A-14030	-	CHUMACERA DE PISO  UCP212-38 2 3/8"	-	636.91192
A-14040	-	CHUMACERA DE PISO  UCP212-39 2 7/16"	-	636.91192
A-14060	-	CHUMACERA DE PISO  UCP213-40 2 1/2"	-	771.44408
A-14075	-	CHUMACERA DE PISO  UCP214-44 2 3/4"	-	942.46346
A-14080	-	CHUMACERA DE PISO  UCP215-47 2 15/16"	-	1063.46306
A-14110	-	CHUMACERA DE PISO  UCP215-48 3"	-	1063.46306
A-14120	-	CHUMACERA DE PISO  UCP218-56 3 1/2"	-	1983.11512
A-14130	-	CHUMACERA DE PISO  UCP203 17MM	-	129.05522
A-14140	-	CHUMACERA DE PISO  UCP204 20MM	-	130.3115
A-14150	-	CHUMACERA DE PISO  UCP205 25MM	-	126.5647
A-14160	-	CHUMACERA DE PISO  UCP206 30MM	-	175.26208
A-14170	-	CHUMACERA DE PISO  UCP207 35MM	-	250.27522
A-14180	-	CHUMACERA DE PISO  UCP208 40MM	-	303.7663
A-14190	-	CHUMACERA DE PISO  UCP209 45MM	-	318.92982
A-14200	-	CHUMACERA DE PISO  UCP210 50MM	-	375.4514
A-14203	-	CHUMACERA DE PISO  UCP211 55MM	-	496.02122
A-14205	-	CHUMACERA DE PISO  UCP212 60MM	-	636.91192
A-14210	-	CHUMACERA DE PARED  4T.    UCF201-8 1/2"	-	142.69798
A-14220	-	CHUMACERA DE PARED  4T.    UCF202-10 5/8"	-	143.60162
A-14220-01	-	CHUMACERA DE PARED  4T.    UCF202-10 5/8" (GRANEL)	-	131.17106
A-14230	-	CHUMACERA DE PARED  4T.    UCF204-12 3/4"	-	130.3115
A-14230-01	-	CHUMACERA DE PARED 4T. UCF204-12 3/4" (GRANEL)	-	88.00572
A-14235	-	CHUMACERA DE PARED  4T.    UCF204 20MM	-	117.28586
A-14260	-	CHUMACERA DE PARED  4T.    UCF205-14 7/8"	-	140.6152
A-14280	-	CHUMACERA DE PARED  4T.    UCF205-15 15/16"	-	125.65004
A-14290	-	CHUMACERA DE PARED  4T.    UCF205-16 1"	-	140.6152
A-14290-01	-	CHUMACERA DE PARED 4T. UCF205-16 1" (GRANEL)	-	99.85222
A-14315	-	CHUMACERA DE PARED  4T.    UCF205 25MM	-	126.5647
A-14320	-	CHUMACERA DE PARED  4T.    UCF206-18 1 1/8"	-	195.7152
A-14350	-	CHUMACERA DE PARED  4T.    UCF206-19 1 3/16"	-	176.6506
A-14353	-	CHUMACERA DE PARED  4T.    UCF206-20  1-1/4"	-	175.26208
A-14355	-	CHUMACERA DE PARED  4T.    UCF206 30MM	-	176.6506
A-14370	-	CHUMACERA DE PARED  4T.    UCF207-20  1-1/4"	-	250.27522
A-14370-01	-	CHUMACERA DE PARED 4T. UCF207-20 1-1/4" (GRANEL)	-	199.71546
A-14400	-	CHUMACERA DE PARED  4T.    UCF207-21 1 5/16"	-	224.12476
A-14410	-	CHUMACERA DE PARED  4T.    UCF207-22 1 3/8"	-	224.12476
A-14410-01	-	CHUMACERA DE PARED  4T.    UCF207-22 1 3/8" (GRANEL)	-	215.79364
A-14420	-	CHUMACERA DE PARED  4T.    UCF207-23 1 7/16"	-	224.12476
A-14420-01	-	CHUMACERA DE PARED  4T.    UCF207-23 1 7/16" (GRANEL)	-	215.79364
A-14425	-	CHUMACERA DE PARED  4T.    UCF207 35MM	-	250.27522
A-14427	-	CHUMACERA DE PARED  4T.    UCFC207 35MM BRIDA REDONDA	-	274.6184
A-14440	-	CHUMACERA DE PARED  4T.    UCF208-24 1 1/2	-	273.37314
A-14440-01	-	CHUMACERA DE PARED  4T.    UCF208-24 1 1/2 (GRANEL)	-	262.3311
A-14445	-	CHUMACERA DE PARED  4T.    UCF208 40MM	-	273.37314
A-14450	-	CHUMACERA DE PARED  4T.    UCF209-26 1 5/8"	-	318.92982
A-14460	-	CHUMACERA DE PARED  4T.    UCF209-27 1 11/16	-	318.92982
A-14470	-	CHUMACERA DE PARED  4T.    UCF209-28 1 3/4"	-	318.92982
A-14470-01	-	CHUMACERA DE PARED 4T. UCF209-28 1 3/4" (GRANEL)	-	275.02614
A-14480	-	CHUMACERA DE PARED  4T.    UCF210-30 1 7/8"	-	375.4514
A-14490	-	CHUMACERA DE PARED  4T.    UCF210-31 1 15/16"	-	373.01598
A-14491	-	CHUMACERA DE PARED  4T.    UCF210-32 2"	-	373.01598
A-14495	-	CHUMACERA DE PARED  4T.    UCF210 50MM	-	375.4514
A-14500	-	CHUMACERA DE PARED  4T.    UCF211-32 2"	-	496.02122
A-14505	-	CHUMACERA DE PARED  4T.    UCF211-34 2 1/8"	-	496.02122
A-14510	-	CHUMACERA DE PARED  4T.    UCF211-35 2 3/16"	-	492.45074
A-14515	-	CHUMACERA DE PARED  4T.    UCF211 55MM	-	496.02122
A-14530	-	CHUMACERA DE PARED  4T.    UCF212-36 2 1/4"	-	632.04108
A-14540	-	CHUMACERA DE PARED  4T.    UCF212-38 2 3/8"	-	632.04108
A-14550	-	CHUMACERA DE PARED  4T.    UCF212-39 2 7/16"	-	636.91192
A-14565	-	CHUMACERA DE PARED  4T.    UCF212 60MM	-	636.91192
A-14570	-	CHUMACERA DE PARED  4T.    UCF213-40 2-1/2"	-	857.15764
A-14575	-	CHUMACERA DE PARED  4T.    UCF213 65MM	-	857.15764
A-14577	-	CHUMACERA DE PARED  4T.    UCF214-44 2 3/4"	-	1047.1755
A-14580	-	CHUMACERA DE PARED  4T.    UCF215-47 2 15/16"	-	1181.63052
A-14600	-	CHUMACERA DE PARED  4T.    UCF215-48 3"	-	1063.46306
A-14605	-	CHUMACERA DE PARED  4T.    UCF218-56 3-1/2"	-	2203.46002
A-14608	-	CHUMACERA DE PARED  UCFB210-31	-	453.68238
A-14610	-	CHUMACERA DE PARED  2T.    UCFL201-8 1/2"	-	159.33818
A-14620	-	CHUMACERA DE PARED  2T.    UCFL202-10 5/8"	-	142.56574
A-14630	-	CHUMACERA DE PARED  2T.    UCFL204-12 3/4"	-	130.3115
A-14630-01	-	CHUMACERA DE PARED 2T. UCFL204-12 3/4" (GRANEL)	-	80.3909
A-14640	-	CHUMACERA DE PARED  2T.    UCFL204 20MM	-	117.28586
A-14650	-	CHUMACERA DE PARED  2T.    UCFL205-14 7/8"	-	140.29562
A-14665	-	CHUMACERA DE PARED  2T.    UCFL205-15 15/16"	-	125.628
A-14670	-	CHUMACERA DE PARED  2T.    UCFL205-16 1"	-	140.29562
A-14670-01	-	CHUMACERA DE PARED 2T. UCFL205-16 1" (GRANEL)	-	88.00572
A-14685	-	CHUMACERA DE PARED  2T.    UCFL205 25MM	-	126.5647
A-14710	-	CHUMACERA DE PARED  2T.    UCFL206-18 1 1/8"	-	176.6506
A-14720	-	CHUMACERA DE PARED  2T.    UCFL206-19 1 3/16"	-	176.6506
A-14735	-	CHUMACERA DE PARED  2T.    UCFL206-20 1 1/4"	-	196.27722
A-14740	-	CHUMACERA DE PARED  2T.    UCFL207-20 1 1/4"	-	225.77776
A-14745	-	CHUMACERA DE PARED  2TORN  UCFL207-20 1-1/4" BASE SOLIDA	-	302.91776
A-14763	-	CHUMACERA DE PARED  2T.    UCFL206 30MM	-	176.6506
A-14765	-	CHUMACERA DE PARED  2T.    UCFL207-21 1-5/16"	-	225.77776
A-14770	-	CHUMACERA DE PARED  2T.    UCFL207-22 1 3/8"	-	225.77776
A-14780	-	CHUMACERA DE PARED  2T.    UCFL207-23 1 7/16"	-	225.77776
A-14800	-	CHUMACERA DE PARED  2T.    UCFL208-24 1 1/2"	-	273.37314
A-14820	-	CHUMACERA DE PARED  2T.    UCFL209-26 1 5/8"	-	318.92982
A-14830	-	CHUMACERA DE PARED  2T.    UCFL209-27 1-11/16"	-	318.92982
A-14832	-	CHUMACERA DE PARED  2T.    UCFL209 45MM	-	318.92982
A-14840	-	CHUMACERA DE PARED  2T.    UCFL209-28 1 3/4"	-	354.37014
A-14845	-	CHUMACERA DE PARED  2T.    UCFL210-30 1 7/8" O	-	375.4514
A-14850	-	CHUMACERA DE PARED  2T.    UCFL210-31 1 15/16"	-	375.4514
A-14870	-	CHUMACERA DE PARED  2T.    UCFL210-32 2"	-	375.4514
A-14880	-	CHUMACERA DE PARED  2T.    UCFL211-32	-	492.45074
A-14900	-	CHUMACERA DE PARED  2T.    UCFL211-35 2 3/16"	-	496.02122
A-14920	-	CHUMACERA DE PARED  2T.    UCFL212-38 2 3/8"	-	636.91192
A-14930	-	CHUMACERA DE PARED  2T.    UCFL212-39 2 7/16"	-	636.91192
A-14935	-	CHUMACERA DE PARED  2T.    UCFL213-40 2-1/2"	-	771.44408
A-14950	-	CHUMACERA DE PARED  2T.    UCFL215-47 2 15/16"	-	1063.46306
A-14951	-	CHUMACERA DE PARED  2T.    UCFL215-48 3"	-	1063.46306
A-14958	-	TENSOR CHUMACERA UCST201-8 1/2"	-	172.26464
A-14965	-	TENSOR CHUMACERA UCT202-10 5/8"	-	171.38304
A-14968	-	TENSOR CHUMACERA UCST202-10 5/8"	-	172.26464
A-14980	-	TENSOR CHUMACERA UCST204-12 3/4"	-	143.60162
A-14990	-	TENSOR CHUMACERA UCST205-14 7/8"	-	154.93018
A-14995	-	TENSOR CHUMACERA UCST205-15 15/16"	-	154.93018
A-15000	-	TENSOR CHUMACERA UCT205-16 1"	-	172.14342
A-15010	-	TENSOR CHUMACERA UCST205-16 1"	-	154.93018
A-15030	-	TENSOR CHUMACERA UCT206-18 1 1/8"	-	215.17652
A-15060	-	TENSOR CHUMACERA UCT206-19 1 3/16"	-	215.17652
A-15080	-	TENSOR CHUMACERA UCT207-20 1 1/4"	-	274.6184
A-15090	-	TENSOR CHUMACERA UCT207-22 1 3/8"	-	274.6184
A-15095	-	TENSOR CHUMACERA UCST207-22 1 3/8"	-	274.6184
A-15100	-	TENSOR CHUMACERA UCT207-23  1 7/16"	-	274.6184
A-15105	-	TENSOR CHUMACERA UCST208-24 1 1/2"	-	332.53952
A-15110	-	TENSOR CHUMACERA UCT208-24 1 1/2"	-	332.53952
A-15115	-	TENSOR CHUMACERA UCST209-26	-	389.03906
A-15120	-	TENSOR CHUMACERA UCT209-28 1 3/4"	-	389.03906
A-15125	-	TENSOR CHUMACERA UCST209-28 1 3/4"	-	389.03906
A-15130	-	TENSOR CHUMACERA UCT210-30 1 7/8"	-	453.68238
A-15140	-	TENSOR CHUMACERA UCT210-31 1 15/16"	-	450.57474
